order_id,order_date,sku_id,quantity,unit_price,region
ORD_0000083,2023-01-02,SKU_003,28,91.45,North
ORD_0000084,2023-01-02,SKU_004,24,109.35,North
ORD_0000085,2023-01-02,SKU_005,20,75.2,North
ORD_0000086,2023-01-02,SKU_006,47,50.74,North
ORD_0000087,2023-01-02,SKU_007,9,79.18,North
ORD_0000088,2023-01-02,SKU_008,28,38.51,North
ORD_0000089,2023-01-02,SKU_009,8,106.06,North
ORD_0000090,2023-01-02,SKU_010,15,97.77,North
ORD_0000091,2023-01-02,SKU_011,25,104.87,North
ORD_0000092,2023-01-02,SKU_012,48,72.22,North
ORD_0000093,2023-01-02,SKU_013,31,133.02,North
ORD_0000094,2023-01-02,SKU_014,29,114.4,North
ORD_0000095,2023-01-02,SKU_015,35,116.7,North
ORD_0000096,2023-01-02,SKU_016,30,55.1,North
ORD_0000097,2023-01-02,SKU_017,26,75.98,North
ORD_0000098,2023-01-02,SKU_018,4,34.97,North
ORD_0000099,2023-01-02,SKU_019,41,49.55,North
ORD_0000100,2023-01-02,SKU_020,29,90.86,North
ORD_0000101,2023-01-02,SKU_001,1,72.53,South
ORD_0000102,2023-01-02,SKU_002,26,136.11,South
ORD_0000103,2023-01-02,SKU_003,18,91.45,South
ORD_0000104,2023-01-02,SKU_004,6,109.35,South
ORD_0000105,2023-01-02,SKU_005,10,75.2,South
ORD_0000106,2023-01-02,SKU_006,31,50.74,South
ORD_0000107,2023-01-02,SKU_007,8,79.18,South
ORD_0000108,2023-01-02,SKU_008,25,38.51,South
ORD_0000109,2023-01-02,SKU_009,10,106.06,South
ORD_0000110,2023-01-02,SKU_010,9,97.77,South
ORD_0000111,2023-01-02,SKU_011,12,104.87,South
ORD_0000112,2023-01-02,SKU_012,27,72.22,South
ORD_0000113,2023-01-02,SKU_013,23,133.02,South
ORD_0000114,2023-01-02,SKU_014,27,114.4,South
ORD_0000115,2023-01-02,SKU_015,22,116.7,South
ORD_0000116,2023-01-02,SKU_016,27,55.1,South
ORD_0000117,2023-01-02,SKU_017,17,75.98,South
ORD_0000118,2023-01-02,SKU_018,11,34.97,South
ORD_0000119,2023-01-02,SKU_019,36,49.55,South
ORD_0000120,2023-01-02,SKU_020,16,90.86,South
ORD_0000121,2023-01-02,SKU_001,5,72.53,East
ORD_0000122,2023-01-02,SKU_002,24,136.11,East
ORD_0000123,2023-01-02,SKU_003,18,91.45,East
ORD_0000124,2023-01-02,SKU_004,20,109.35,East
ORD_0000125,2023-01-02,SKU_005,15,75.2,East
ORD_0000126,2023-01-02,SKU_006,31,50.74,East
ORD_0000127,2023-01-02,SKU_007,9,79.18,East
ORD_0000128,2023-01-02,SKU_008,21,38.51,East
ORD_0000129,2023-01-02,SKU_009,6,106.06,East
ORD_0000130,2023-01-02,SKU_010,8,97.77,East
ORD_0000131,2023-01-02,SKU_011,23,104.87,East
ORD_0000132,2023-01-02,SKU_012,33,72.22,East
ORD_0000133,2023-01-02,SKU_013,14,133.02,East
ORD_0000134,2023-01-02,SKU_014,24,114.4,East
ORD_0000135,2023-01-02,SKU_015,27,116.7,East
ORD_0000136,2023-01-02,SKU_016,19,55.1,East
ORD_0000137,2023-01-02,SKU_017,25,75.98,East
ORD_0000138,2023-01-02,SKU_018,9,34.97,East
ORD_0000139,2023-01-02,SKU_019,36,49.55,East
ORD_0000140,2023-01-02,SKU_020,25,90.86,East
ORD_0000141,2023-01-02,SKU_001,8,72.53,West
ORD_0000142,2023-01-02,SKU_002,26,136.11,West
ORD_0000143,2023-01-02,SKU_003,37,91.45,West
ORD_0000144,2023-01-02,SKU_004,17,109.35,West
ORD_0000145,2023-01-02,SKU_005,23,75.2,West
ORD_0000146,2023-01-02,SKU_006,34,50.74,West
ORD_0000147,2023-01-02,SKU_007,15,79.18,West
ORD_0000148,2023-01-02,SKU_008,22,38.51,West
ORD_0000149,2023-01-02,SKU_009,15,106.06,West
ORD_0000150,2023-01-02,SKU_010,10,97.77,West
ORD_0000151,2023-01-02,SKU_011,21,104.87,West
ORD_0000152,2023-01-02,SKU_012,31,72.22,West
ORD_0000153,2023-01-02,SKU_013,34,133.02,West
ORD_0000154,2023-01-02,SKU_014,39,114.4,West
ORD_0000155,2023-01-02,SKU_015,35,116.7,West
ORD_0000156,2023-01-02,SKU_016,28,55.1,West
ORD_0000157,2023-01-02,SKU_017,29,75.98,West
ORD_0000158,2023-01-02,SKU_018,10,34.97,West
ORD_0000159,2023-01-02,SKU_019,36,49.55,West
ORD_0000160,2023-01-02,SKU_020,18,90.86,West
ORD_0000161,2023-01-03,SKU_001,7,72.53,North
ORD_0000162,2023-01-03,SKU_002,29,136.11,North
ORD_0000163,2023-01-03,SKU_003,21,91.45,North
ORD_0000164,2023-01-03,SKU_004,16,109.35,North
ORD_0000165,2023-01-03,SKU_005,15,75.2,North
ORD_0000166,2023-01-03,SKU_006,23,50.74,North
ORD_0000167,2023-01-03,SKU_007,9,79.18,North
ORD_0000168,2023-01-03,SKU_008,22,38.51,North
ORD_0000169,2023-01-03,SKU_009,12,106.06,North
ORD_0000170,2023-01-03,SKU_010,9,97.77,North
ORD_0000171,2023-01-03,SKU_011,19,104.87,North
ORD_0000172,2023-01-03,SKU_012,24,72.22,North
ORD_0000173,2023-01-03,SKU_013,21,133.02,North
ORD_0000174,2023-01-03,SKU_014,25,114.4,North
ORD_0000175,2023-01-03,SKU_015,22,116.7,North
ORD_0000176,2023-01-03,SKU_016,19,55.1,North
ORD_0000177,2023-01-03,SKU_017,15,75.98,North
ORD_0000178,2023-01-03,SKU_018,2,34.97,North
ORD_0000179,2023-01-03,SKU_019,21,49.55,North
ORD_0000180,2023-01-03,SKU_020,17,90.86,North
ORD_0000181,2023-01-03,SKU_001,8,72.53,South
ORD_0000182,2023-01-03,SKU_002,38,136.11,South
ORD_0000183,2023-01-03,SKU_003,24,91.45,South
ORD_0000184,2023-01-03,SKU_004,12,109.35,South
ORD_0000185,2023-01-03,SKU_005,19,75.2,South
ORD_0000186,2023-01-03,SKU_006,32,50.74,South
ORD_0000187,2023-01-03,SKU_007,4,79.18,South
ORD_0000188,2023-01-03,SKU_008,26,38.51,South
ORD_0000189,2023-01-03,SKU_009,14,106.06,South
ORD_0000190,2023-01-03,SKU_010,6,97.77,South
ORD_0000191,2023-01-03,SKU_011,18,104.87,South
ORD_0000192,2023-01-03,SKU_012,28,72.22,South
ORD_0000193,2023-01-03,SKU_013,31,133.02,South
ORD_0000194,2023-01-03,SKU_014,25,114.4,South
ORD_0000195,2023-01-03,SKU_015,28,116.7,South
ORD_0000196,2023-01-03,SKU_016,22,55.1,South
ORD_0000197,2023-01-03,SKU_017,15,75.98,South
ORD_0000198,2023-01-03,SKU_018,2,34.97,South
ORD_0000199,2023-01-03,SKU_019,38,49.55,South
ORD_0000200,2023-01-03,SKU_020,20,90.86,South
ORD_0000201,2023-01-03,SKU_001,4,72.53,East
ORD_0000202,2023-01-03,SKU_002,26,136.11,East
ORD_0000203,2023-01-03,SKU_003,28,91.45,East
ORD_0000204,2023-01-03,SKU_004,17,109.35,East
ORD_0000205,2023-01-03,SKU_005,14,75.2,East
ORD_0000206,2023-01-03,SKU_006,31,50.74,East
ORD_0000207,2023-01-03,SKU_007,5,79.18,East
ORD_0000208,2023-01-03,SKU_008,24,38.51,East
ORD_0000209,2023-01-03,SKU_009,10,106.06,East
ORD_0000210,2023-01-03,SKU_010,9,97.77,East
ORD_0000211,2023-01-03,SKU_011,24,104.87,East
ORD_0000212,2023-01-03,SKU_012,36,72.22,East
ORD_0000213,2023-01-03,SKU_013,19,133.02,East
ORD_0000214,2023-01-03,SKU_014,23,114.4,East
ORD_0000215,2023-01-03,SKU_015,30,116.7,East
ORD_0000216,2023-01-03,SKU_016,23,55.1,East
ORD_0000217,2023-01-03,SKU_017,19,75.98,East
ORD_0000218,2023-01-03,SKU_018,7,34.97,East
ORD_0000219,2023-01-03,SKU_019,30,49.55,East
ORD_0000220,2023-01-03,SKU_020,26,90.86,East
ORD_0000221,2023-01-03,SKU_001,6,72.53,West
ORD_0000222,2023-01-03,SKU_002,21,136.11,West
ORD_0000223,2023-01-03,SKU_003,24,91.45,West
ORD_0000224,2023-01-03,SKU_004,10,109.35,West
ORD_0000225,2023-01-03,SKU_005,13,75.2,West
ORD_0000226,2023-01-03,SKU_006,40,50.74,West
ORD_0000227,2023-01-03,SKU_007,5,79.18,West
ORD_0000228,2023-01-03,SKU_008,24,38.51,West
ORD_0000229,2023-01-03,SKU_009,12,106.06,West
ORD_0000230,2023-01-03,SKU_010,5,97.77,West
ORD_0000231,2023-01-03,SKU_011,17,104.87,West
ORD_0000232,2023-01-03,SKU_012,35,72.22,West
ORD_0000233,2023-01-03,SKU_013,31,133.02,West
ORD_0000234,2023-01-03,SKU_014,26,114.4,West
ORD_0000235,2023-01-03,SKU_015,20,116.7,West
ORD_0000236,2023-01-03,SKU_016,36,55.1,West
ORD_0000237,2023-01-03,SKU_017,22,75.98,West
ORD_0000238,2023-01-03,SKU_018,7,34.97,West
ORD_0000239,2023-01-03,SKU_019,40,49.55,West
ORD_0000240,2023-01-03,SKU_020,17,90.86,West
ORD_0000241,2023-01-04,SKU_001,3,72.53,North
ORD_0000242,2023-01-04,SKU_002,28,136.11,North
ORD_0000243,2023-01-04,SKU_003,22,91.45,North
ORD_0000244,2023-01-04,SKU_004,16,109.35,North
ORD_0000245,2023-01-04,SKU_005,24,75.2,North
ORD_0000246,2023-01-04,SKU_006,17,50.74,North
ORD_0000247,2023-01-04,SKU_007,8,79.18,North
ORD_0000248,2023-01-04,SKU_008,15,38.51,North
ORD_0000249,2023-01-04,SKU_009,6,106.06,North
ORD_0000250,2023-01-04,SKU_010,11,97.77,North
ORD_0000251,2023-01-04,SKU_011,21,104.87,North
ORD_0000252,2023-01-04,SKU_012,46,72.22,North
ORD_0000253,2023-01-04,SKU_013,30,133.02,North
ORD_0000254,2023-01-04,SKU_014,28,114.4,North
ORD_0000255,2023-01-04,SKU_015,25,116.7,North
ORD_0000256,2023-01-04,SKU_016,26,55.1,North
ORD_0000257,2023-01-04,SKU_017,17,75.98,North
ORD_0000258,2023-01-04,SKU_018,6,34.97,North
ORD_0000259,2023-01-04,SKU_019,26,49.55,North
ORD_0000260,2023-01-04,SKU_020,14,90.86,North
ORD_0000261,2023-01-04,SKU_001,5,72.53,South
ORD_0000262,2023-01-04,SKU_002,26,136.11,South
ORD_0000263,2023-01-04,SKU_003,33,91.45,South
ORD_0000264,2023-01-04,SKU_004,13,109.35,South
ORD_0000265,2023-01-04,SKU_005,15,75.2,South
ORD_0000266,2023-01-04,SKU_006,35,50.74,South
ORD_0000267,2023-01-04,SKU_007,8,79.18,South
ORD_0000268,2023-01-04,SKU_008,28,38.51,South
ORD_0000269,2023-01-04,SKU_009,12,106.06,South
ORD_0000270,2023-01-04,SKU_010,4,97.77,South
ORD_0000271,2023-01-04,SKU_011,22,104.87,South
ORD_0000272,2023-01-04,SKU_012,26,72.22,South
ORD_0000273,2023-01-04,SKU_013,24,133.02,South
ORD_0000274,2023-01-04,SKU_014,16,114.4,South
ORD_0000275,2023-01-04,SKU_015,29,116.7,South
ORD_0000276,2023-01-04,SKU_016,34,55.1,South
ORD_0000277,2023-01-04,SKU_017,14,75.98,South
ORD_0000278,2023-01-04,SKU_018,11,34.97,South
ORD_0000279,2023-01-04,SKU_019,27,49.55,South
ORD_0000280,2023-01-04,SKU_020,19,90.86,South
ORD_0000281,2023-01-04,SKU_001,10,72.53,East
ORD_0000282,2023-01-04,SKU_002,25,136.11,East
ORD_0000283,2023-01-04,SKU_003,17,91.45,East
ORD_0000284,2023-01-04,SKU_004,23,109.35,East
ORD_0000285,2023-01-04,SKU_005,22,75.2,East
ORD_0000286,2023-01-04,SKU_006,28,50.74,East
ORD_0000287,2023-01-04,SKU_007,11,79.18,East
ORD_0000288,2023-01-04,SKU_008,27,38.51,East
ORD_0000289,2023-01-04,SKU_009,7,106.06,East
ORD_0000290,2023-01-04,SKU_010,8,97.77,East
ORD_0000291,2023-01-04,SKU_011,29,104.87,East
ORD_0000292,2023-01-04,SKU_012,33,72.22,East
ORD_0000293,2023-01-04,SKU_013,27,133.02,East
ORD_0000294,2023-01-04,SKU_014,32,114.4,East
ORD_0000295,2023-01-04,SKU_015,35,116.7,East
ORD_0000296,2023-01-04,SKU_016,14,55.1,East
ORD_0000297,2023-01-04,SKU_017,24,75.98,East
ORD_0000298,2023-01-04,SKU_018,11,34.97,East
ORD_0000299,2023-01-04,SKU_019,43,49.55,East
ORD_0000300,2023-01-04,SKU_020,20,90.86,East
ORD_0000301,2023-01-04,SKU_001,5,72.53,West
ORD_0000302,2023-01-04,SKU_002,24,136.11,West
ORD_0000303,2023-01-04,SKU_003,27,91.45,West
ORD_0000304,2023-01-04,SKU_004,18,109.35,West
ORD_0000305,2023-01-04,SKU_005,11,75.2,West
ORD_0000306,2023-01-04,SKU_006,31,50.74,West
ORD_0000307,2023-01-04,SKU_007,5,79.18,West
ORD_0000308,2023-01-04,SKU_008,32,38.51,West
ORD_0000309,2023-01-04,SKU_009,16,106.06,West
ORD_0000310,2023-01-04,SKU_010,9,97.77,West
ORD_0000311,2023-01-04,SKU_011,22,104.87,West
ORD_0000312,2023-01-04,SKU_012,42,72.22,West
ORD_0000313,2023-01-04,SKU_013,28,133.02,West
ORD_0000314,2023-01-04,SKU_014,24,114.4,West
ORD_0000315,2023-01-04,SKU_015,32,116.7,West
ORD_0000316,2023-01-04,SKU_016,32,55.1,West
ORD_0000317,2023-01-04,SKU_017,32,75.98,West
ORD_0000318,2023-01-04,SKU_018,9,34.97,West
ORD_0000319,2023-01-04,SKU_019,29,49.55,West
ORD_0000320,2023-01-04,SKU_020,20,90.86,West
ORD_0000321,2023-01-05,SKU_001,10,72.53,North
ORD_0000322,2023-01-05,SKU_002,32,136.11,North
ORD_0000323,2023-01-05,SKU_003,32,91.45,North
ORD_0000324,2023-01-05,SKU_004,18,109.35,North
ORD_0000325,2023-01-05,SKU_005,22,75.2,North
ORD_0000326,2023-01-05,SKU_006,40,50.74,North
ORD_0000327,2023-01-05,SKU_007,10,79.18,North
ORD_0000328,2023-01-05,SKU_008,35,38.51,North
ORD_0000329,2023-01-05,SKU_009,6,106.06,North
ORD_0000330,2023-01-05,SKU_010,10,97.77,North
ORD_0000331,2023-01-05,SKU_011,18,104.87,North
ORD_0000332,2023-01-05,SKU_012,36,72.22,North
ORD_0000333,2023-01-05,SKU_013,22,133.02,North
ORD_0000334,2023-01-05,SKU_014,27,114.4,North
ORD_0000335,2023-01-05,SKU_015,28,116.7,North
ORD_0000336,2023-01-05,SKU_016,23,55.1,North
ORD_0000337,2023-01-05,SKU_017,19,75.98,North
ORD_0000338,2023-01-05,SKU_018,10,34.97,North
ORD_0000339,2023-01-05,SKU_019,46,49.55,North
ORD_0000340,2023-01-05,SKU_020,22,90.86,North
ORD_0000341,2023-01-05,SKU_001,4,72.53,South
ORD_0000342,2023-01-05,SKU_002,39,136.11,South
ORD_0000343,2023-01-05,SKU_003,29,91.45,South
ORD_0000344,2023-01-05,SKU_004,21,109.35,South
ORD_0000345,2023-01-05,SKU_005,19,75.2,South
ORD_0000346,2023-01-05,SKU_006,53,50.74,South
ORD_0000347,2023-01-05,SKU_007,10,79.18,South
ORD_0000348,2023-01-05,SKU_008,35,38.51,South
ORD_0000349,2023-01-05,SKU_009,12,106.06,South
ORD_0000350,2023-01-05,SKU_010,8,97.77,South
ORD_0000351,2023-01-05,SKU_011,27,104.87,South
ORD_0000352,2023-01-05,SKU_012,52,72.22,South
ORD_0000353,2023-01-05,SKU_013,16,133.02,South
ORD_0000354,2023-01-05,SKU_014,27,114.4,South
ORD_0000355,2023-01-05,SKU_015,26,116.7,South
ORD_0000356,2023-01-05,SKU_016,26,55.1,South
ORD_0000357,2023-01-05,SKU_017,18,75.98,South
ORD_0000358,2023-01-05,SKU_018,11,34.97,South
ORD_0000359,2023-01-05,SKU_019,48,49.55,South
ORD_0000360,2023-01-05,SKU_020,25,90.86,South
ORD_0000361,2023-01-05,SKU_001,8,72.53,East
ORD_0000362,2023-01-05,SKU_002,18,136.11,East
ORD_0000363,2023-01-05,SKU_003,23,91.45,East
ORD_0000364,2023-01-05,SKU_004,16,109.35,East
ORD_0000365,2023-01-05,SKU_005,15,75.2,East
ORD_0000366,2023-01-05,SKU_006,30,50.74,East
ORD_0000367,2023-01-05,SKU_007,6,79.18,East
ORD_0000368,2023-01-05,SKU_008,30,38.51,East
ORD_0000369,2023-01-05,SKU_009,17,106.06,East
ORD_0000370,2023-01-05,SKU_010,7,97.77,East
ORD_0000371,2023-01-05,SKU_011,14,104.87,East
ORD_0000372,2023-01-05,SKU_012,33,72.22,East
ORD_0000373,2023-01-05,SKU_013,29,133.02,East
ORD_0000374,2023-01-05,SKU_014,20,114.4,East
ORD_0000375,2023-01-05,SKU_015,24,116.7,East
ORD_0000376,2023-01-05,SKU_016,23,55.1,East
ORD_0000377,2023-01-05,SKU_017,13,75.98,East
ORD_0000378,2023-01-05,SKU_018,9,34.97,East
ORD_0000379,2023-01-05,SKU_019,23,49.55,East
ORD_0000380,2023-01-05,SKU_020,16,90.86,East
ORD_0000381,2023-01-05,SKU_001,6,72.53,West
ORD_0000382,2023-01-05,SKU_002,31,136.11,West
ORD_0000383,2023-01-05,SKU_003,29,91.45,West
ORD_0000384,2023-01-05,SKU_004,26,109.35,West
ORD_0000385,2023-01-05,SKU_005,19,75.2,West
ORD_0000386,2023-01-05,SKU_006,34,50.74,West
ORD_0000387,2023-01-05,SKU_007,11,79.18,West
ORD_0000388,2023-01-05,SKU_008,25,38.51,West
ORD_0000389,2023-01-05,SKU_009,18,106.06,West
ORD_0000390,2023-01-05,SKU_010,4,97.77,West
ORD_0000391,2023-01-05,SKU_011,33,104.87,West
ORD_0000392,2023-01-05,SKU_012,46,72.22,West
ORD_0000393,2023-01-05,SKU_013,24,133.02,West
ORD_0000394,2023-01-05,SKU_014,37,114.4,West
ORD_0000395,2023-01-05,SKU_015,38,116.7,West
ORD_0000396,2023-01-05,SKU_016,35,55.1,West
ORD_0000397,2023-01-05,SKU_017,18,75.98,West
ORD_0000398,2023-01-05,SKU_018,10,34.97,West
ORD_0000399,2023-01-05,SKU_019,19,49.55,West
ORD_0000400,2023-01-05,SKU_020,21,90.86,West
ORD_0000401,2023-01-06,SKU_001,5,72.53,North
ORD_0000402,2023-01-06,SKU_002,25,136.11,North
ORD_0000403,2023-01-06,SKU_003,24,91.45,North
ORD_0000404,2023-01-06,SKU_004,15,109.35,North
ORD_0000405,2023-01-06,SKU_005,12,75.2,North
ORD_0000406,2023-01-06,SKU_006,32,50.74,North
ORD_0000407,2023-01-06,SKU_007,6,79.18,North
ORD_0000408,2023-01-06,SKU_008,28,38.51,North
ORD_0000409,2023-01-06,SKU_009,8,106.06,North
ORD_0000410,2023-01-06,SKU_010,8,97.77,North
ORD_0000411,2023-01-06,SKU_011,24,104.87,North
ORD_0000412,2023-01-06,SKU_012,33,72.22,North
ORD_0000413,2023-01-06,SKU_013,18,133.02,North
ORD_0000414,2023-01-06,SKU_014,35,114.4,North
ORD_0000415,2023-01-06,SKU_015,23,116.7,North
ORD_0000416,2023-01-06,SKU_016,26,55.1,North
ORD_0000417,2023-01-06,SKU_017,15,75.98,North
ORD_0000418,2023-01-06,SKU_018,10,34.97,North
ORD_0000419,2023-01-06,SKU_019,22,49.55,North
ORD_0000420,2023-01-06,SKU_020,15,90.86,North
ORD_0000421,2023-01-06,SKU_001,9,72.53,South
ORD_0000422,2023-01-06,SKU_002,33,136.11,South
ORD_0000423,2023-01-06,SKU_003,27,91.45,South
ORD_0000424,2023-01-06,SKU_004,23,109.35,South
ORD_0000425,2023-01-06,SKU_005,14,75.2,South
ORD_0000426,2023-01-06,SKU_006,32,50.74,South
ORD_0000427,2023-01-06,SKU_007,3,79.18,South
ORD_0000428,2023-01-06,SKU_008,25,38.51,South
ORD_0000429,2023-01-06,SKU_009,8,106.06,South
ORD_0000430,2023-01-06,SKU_010,6,97.77,South
ORD_0000431,2023-01-06,SKU_011,24,104.87,South
ORD_0000432,2023-01-06,SKU_012,35,72.22,South
ORD_0000433,2023-01-06,SKU_013,30,133.02,South
ORD_0000434,2023-01-06,SKU_014,36,114.4,South
ORD_0000435,2023-01-06,SKU_015,24,116.7,South
ORD_0000436,2023-01-06,SKU_016,27,55.1,South
ORD_0000437,2023-01-06,SKU_017,16,75.98,South
ORD_0000438,2023-01-06,SKU_018,4,34.97,South
ORD_0000439,2023-01-06,SKU_019,37,49.55,South
ORD_0000440,2023-01-06,SKU_020,23,90.86,South
ORD_0000441,2023-01-06,SKU_001,9,72.53,East
ORD_0000442,2023-01-06,SKU_002,28,136.11,East
ORD_0000443,2023-01-06,SKU_003,25,91.45,East
ORD_0000444,2023-01-06,SKU_004,26,109.35,East
ORD_0000445,2023-01-06,SKU_005,24,75.2,East
ORD_0000446,2023-01-06,SKU_006,30,50.74,East
ORD_0000447,2023-01-06,SKU_007,11,79.18,East
ORD_0000448,2023-01-06,SKU_008,20,38.51,East
ORD_0000449,2023-01-06,SKU_009,11,106.06,East
ORD_0000450,2023-01-06,SKU_010,12,97.77,East
ORD_0000451,2023-01-06,SKU_011,24,104.87,East
ORD_0000452,2023-01-06,SKU_012,28,72.22,East
ORD_0000453,2023-01-06,SKU_013,31,133.02,East
ORD_0000454,2023-01-06,SKU_014,32,114.4,East
ORD_0000455,2023-01-06,SKU_015,44,116.7,East
ORD_0000456,2023-01-06,SKU_016,27,55.1,East
ORD_0000457,2023-01-06,SKU_017,15,75.98,East
ORD_0000458,2023-01-06,SKU_018,7,34.97,East
ORD_0000459,2023-01-06,SKU_019,37,49.55,East
ORD_0000460,2023-01-06,SKU_020,23,90.86,East
ORD_0000461,2023-01-06,SKU_001,9,72.53,West
ORD_0000462,2023-01-06,SKU_002,33,136.11,West
ORD_0000463,2023-01-06,SKU_003,37,91.45,West
ORD_0000464,2023-01-06,SKU_004,20,109.35,West
ORD_0000465,2023-01-06,SKU_005,17,75.2,West
ORD_0000466,2023-01-06,SKU_006,43,50.74,West
ORD_0000467,2023-01-06,SKU_007,9,79.18,West
ORD_0000468,2023-01-06,SKU_008,22,38.51,West
ORD_0000469,2023-01-06,SKU_009,16,106.06,West
ORD_0000470,2023-01-06,SKU_010,5,97.77,West
ORD_0000471,2023-01-06,SKU_011,24,104.87,West
ORD_0000472,2023-01-06,SKU_012,27,72.22,West
ORD_0000473,2023-01-06,SKU_013,31,133.02,West
ORD_0000474,2023-01-06,SKU_014,38,114.4,West
ORD_0000475,2023-01-06,SKU_015,31,116.7,West
ORD_0000476,2023-01-06,SKU_016,31,55.1,West
ORD_0000477,2023-01-06,SKU_017,30,75.98,West
ORD_0000478,2023-01-06,SKU_018,10,34.97,West
ORD_0000479,2023-01-06,SKU_019,20,49.55,West
ORD_0000480,2023-01-06,SKU_020,23,90.86,West
ORD_0000481,2023-01-07,SKU_001,9,72.53,North
